"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"","?? CCB","142309408","",""
"","?? Eastern Africa College of Ophthalmologists (EACO)","142309408","",""
"","?? Kaduna State Ministry of Health","142309408","",""
"","?? Ministry of Health","142309408","",""
"","?? Zamfara State Ministry of Health","142309408","",""
"","??ducation internationale","142309408","",""
"","AA Bureau of Fin & Econ Dev","142309408","",""
"","Aadamiga USA","142309408","",""
"","Aalborg University","142309408","",""
"","Aamin Voluntary Relief Organization","142309408","",""
"","AAP","142309408","",""
"","AARD","142309408","",""
"","AAU School of Public Health","142309408","",""
"","ABANTU for Development","142309408","",""
"","ABB IPS","142309408","",""
"","ABC","142309408","",""
"","Abdi Ali","142309408","",""
"","Abdulrahman Yassin Rukia","142309408","",""
"","Aberdeen Women Centre","142309408","",""
"","Abia State Ministry of Health","142309408","",""
"","Abidjan-Lagos Corridor Organization","142309408","",""
"","Abri International","142309408","",""
"","ABT ASSOCIATES INC.","142309408","",""
"","Abu Dhabi Water and Electricity Authority","142309408","",""
"","Abuhadia Society-Women&Com.Dev","142309408","",""
"","AC International B??rnehj_?lp","142309408","",""
"","Accame","142309408","",""
"","ACCC - Association of Canadian Community Colleges","142309408","",""
"","Accenture","142309408","",""
"","ACCES - African Canadian Continuing Education Society","142309408","",""
"","Access Aid and Development","142309408","",""
"","Access Development and Relief Organization","142309408","",""
"","Access Info Europe","142309408","",""
"","Access Now","142309408","",""
"","Access Relief and Development","142309408","",""
"","Access to Medicine Foundation","142309408","",""
"","Access to Social Development","142309408","",""
"","Acci??n Ciudadana","142309408","",""
"","Accion Medica Cristiana; Asociaci?_n Nochari; SOPPEXCCA","142309408","",""
"","ACCION SOCIAL","142309408","",""
"","Accountable Development Works Inc.","142309408","",""
"","ACDI - Agence canadienne de d?veloppement international","142309408","",""
"","ACE Agricultural Commodity Exchange for Africa Limited","142309408","",""
"","Ace International Consultants Sl","142309408","",""
"","ACHEST African Center for Glob","142309408","",""
"","Acholi Religious Leaders Strategic Plan","142309408","",""
"","Acid Survivors Foundation","142309408","",""
"","ACK Provincial Development Office; Ukamba Christian Community Services","142309408","",""
"","ACORD - Agence de Coop?ration et de Recherche pour le D?veloppement","142309408","",""
"","ACORD - Agency for Co-operation and Research in Development","142309408","",""
"","ACRA","142309408","",""
"","ACRA - Cooperazione Rurale in Africa e America Latina","142309408","",""
"","ACT Alliance / DanChurchAid","142309408","",""
"","ACT Alliance / Diakonie Emergency Aid","142309408","",""
"","ACT Alliance / Finn Church Aid","142309408","",""
"","ACT Alliance / Interchurch Organisation for Development Co-operation","142309408","",""
"","ACT Alliance / Lutheran Development Service","142309408","",""
"","ACT Alliance / Lutheran World Federation","142309408","",""
"","ACT Alliance / Lutheran World Relief","142309408","",""
"","ACT Alliance / Norwegian Church Aid","142309408","",""
"","ACT Alliance / United Methodist Committee on Relief","142309408","",""
"","ACT Alliance / World Renew","142309408","",""
"","Action Africa Help-International","142309408","",""
"","Action Aid International","142309408","",""
"","Action contre la Faim","142309408","",""
"","Action Contre la Pauvret? (ACP)","142309408","",""
"","Action de D?velopement Durable en Afrique","142309408","",""
"","Action d'Espoir","142309408","",""
"","Action for Peace & Sus. Dev.","142309408","",""
"","Action for Relief and Development","142309408","",""
"","Action for Social Advancement ASA","142309408","",""
"","Action for Youth & Environmental Development","142309408","",""
"","Action in Semi-Arid Lands","142309408","",""
"","Action Mopti","142309408","",""
"","Action on Armed Violence","142309408","",""
"","Action pour un Monde Uni","142309408","",""
"","Action Secours Ambulance","142309408","",""
"","Actions et Interventions pour le D?veloppement et l'Encadrement Social","142309408","",""
"","Actions M?dicales Internationale","142309408","",""
"","Actions pour la Protection et l??Encadrement de l??Enfant","142309408","",""
"","Active Development Aid","142309408","",""
"","ACTIVITIES WILL BE IMPLEMENTED BY SELECTED INTERMEDIARIES","142309408","",""
"","ACUDESBAL; Unidad Ecologica Salvadorena; Concertacion Regional para la Gestion de Riesgos","142309408","",""
"","Acupuncture Psycho service","142309408","",""
"","Adama University","142309408","",""
"","Adamawa State Ministry of Heal","142309408","",""
"","ADBP","142309408","",""
"","ADBP/NCBS/SBP/RBP","142309408","",""
"","ADD Francophone West Africa","142309408","",""
"","ADD UK","142309408","",""
"","ADEMO","142309408","",""
"","ADER-FES","142309408","",""
"","Admin of Refugees & Returnees","142309408","",""
"","ADMINISTRATION OF THE PRESIDENT/MINISTRY OF FINANCE","142309408","",""
"","Admire Kamudzengerere","142309408","",""
"","ADR: Association for Democratic Reforms","142309408","",""
"","Adv Safe Parenthood-TRI","142309408","",""
"","Advanced Center for Water Resources Devpt & Mgmt-ACWADAM","142309408","",""
"","Advancement for Small Enterprise Programme","142309408","",""
"","Adventist Development and Rel","142309408","",""
"","Adventist Development and Reli","142309408","",""
"","Adventist Development and Relief Agency","142309408","",""
"","Advocates Coalition for Development and Environment","142309408","",""
"","ADVOCATES FOR YOUTH FOUNDA-PHL","142309408","",""
"","Aegis Trust","142309408","",""
"","AFAP/AusAID","142309408","",""
"","Afar  Pastoralist Development","142309408","",""
"","Afar Bureau of Fin&Econ Dev","142309408","",""
"","Afar Bureau Wom Child&Youth","142309408","",""
"","AFREPREN/FWD","142309408","",""
"","??stekonomiska Institutet ??EI","142309408","",""
"","??vriga Individer","142309408","",""
"","??vriga internationella enskil","142309408","",""
"","??vriga Privata universitet oc","142309408","",""
"","??vriga Regionala utvecklingsba","142309408","",""
"","??vriga Stiftelser","142309408","",""
"","??vriga Svenska offentliga f?rv","142309408","",""
"","??vrigt f?retag","142309408","",""
"","Center for Civilians in Conflict","142309408","",""
"","Center for Clean Air","142309408","",""
"","Center for Development (CfD)","142309408","",""
"","Center for Education and Development","142309408","",""
"","Center for Girls and Interaction","142309408","",""
"","Center for Health Policies and Studies (PAS Center)","142309408","",""
"","Center for Innovative Local Governance ?? VNG International","142309408","",""
"","Center for Invest. Reporting","142309408","",""
"","Center for Justice and International Law","142309408","",""
"","Center for Kultur og Udvikling","142309408","",""
"","Center for Milj?? og Afrikansk Udvikling","142309408","",""
"","Center for Mind Body Medicine","142309408","",""
"","Center for Peace and Democracy","142309408","",""
"","Center for Religious and Cross-cultural Studies","142309408","",""
"","Center for Social Labour Education","142309408","",""
"","Center for the Defence of the Individual","142309408","",""
"","Center for Vedvarende Energi","142309408","",""
"","Center for Victims of Torture","142309408","",""
"","Center for Welfare Activities (CEWA)","142309408","",""
"","CENTER OF CIVIL  INITIATIVES","142309408","",""
"","Center of Excellence for Rural Development","142309408","",""
"","Center of Marginalized Communities Studies","142309408","",""
"","Center of Research of Dem. Pro","142309408","",""
"","Center on Budget and Policy Priorities","142309408","",""
"","Center on Internat Cooperat.","142309408","",""
"","Center on International Cooperation","142309408","",""
"","Center Regional d'Enseignement","142309408","",""
"","Centerns Intern. Stiftelse","142309408","",""
"","CENTRAL BANK OF MACEDONIA","142309408","",""
"","CENTRAL BANK OF PHIL","142309408","",""
"","Central Board of Aisyiyah","142309408","",""
"","CENTRAL BOARD OF REVENUE","142309408","",""
"","CENTRAL BUREAU OF STATISTICS","142309408","",""
"","Centrale d'Achat des Medicaments Essentiels et de Materiel Medical","142309408","",""
"","Centrally managed ?? Country Office","142309408","",""
"","Centre canadien d'?tude et de coop?ration internationale (CECI)","142309408","",""
"","Centre D'assistance Medico-psy","142309408","",""
"","Centre de coop?ration internationale en sant? et d?veloppement Consortium CCISD-CHUM","142309408","",""
"","Centre De Crise","142309408","",""
"","CENTRE DE FORMATION EN SANTE D","142309408","",""
"","Centre de gestion des fonds locaux","142309408","",""
"","Centre de Promotion Socio-Sanitaire","142309408","",""
"","Centre de solidarit? internationale du Saguenay-Lac-Saint-Jean","142309408","",""
"","Centre de Support en Sant? Internationale","142309408","",""
"","Centre des Jeunes Dirigeants d??Entreprise","142309408","",""
"","Centre Developpement et la San","142309408","",""
"","Centre du riz pour l'Afrique","142309408","",""
"","Centre for Affordable Water and Sanitation Technology","142309408","",""
"","Centre for Clean Air Policy","142309408","",""
"","Centre for Communication and Development Studies","142309408","",""
"","Centre for Conflict and Peace Studies","142309408","",""
"","Centre for Conflict Resolution","142309408","",""
"","Centre for Creative Arts","142309408","",""
"","Centre for Development Innovation","142309408","",""
"","Centre for Disability in Development (CDD)","142309408","",""
"","CENTRE FOR ENVIRONMENT AND FOOD SECURITY","142309408","",""
"","Centre for Governance and Development","142309408","",""
"","Centre For Governance And Development Lbg","142309408","",""
"","Centre for Human Rights and Governance","142309408","",""
"","CENTRE FOR HUMAN RIGHTS AND REHABILITATION","142309408","",""
"","Centre for Humanitarian Dialogue","142309408","",""
"","Centre for International Fore","142309408","",""
"","Centre for Microfinance and Development","142309408","",""
"","Centre for Policy Dialogue","142309408","",""
"","Centre for Policy Research","142309408","",""
"","Centre for Promotion of Social Concerns [CPSC]","142309408","",""
"","Centre for Research Initiatives","142309408","",""
"","Centre for Services and Information on Disability (CSID)","142309408","",""
"","Centre for SH HIV AIDS Researc","142309408","",""
"","Centre for Social Markets","142309408","",""
"","Centre for Sustainable Agriculture - CSA","142309408","",""
"","Centre for the Poor International","142309408","",""
"","Centre for the Victims of Torture","142309408","",""
"","Centre for Tribal and Rural Development (CTRD) Trust","142309408","",""
"","Centre for Victims of Torture","142309408","",""
"","Centre for Workers' Management","142309408","",""
"","Centre Henry Dunant Pour Le Dialogue Humanitaire","142309408","",""
"","Centre Internacional de Metodes Numerics en Enginyeria","142309408","",""
"","Centre International de D?minage Humanitaire - Gen?ve","142309408","",""
"","Centre international de solidarit? ouvri?re","142309408","",""
"","Centre international des villes durables","142309408","",""
"","Centre International Pour La Justice Transitionnelle International Center For Transitional Justice Asbl","142309408","",""
"","Centre international pour la pr?vention de la criminalit?","142309408","",""
"","Centre Missionnaire Oblat","142309408","",""
"","Centre National de Presse Norbert Zongo","142309408","",""
"","Centre Nl Transfusion Sanguine","142309408","",""
"","Centre of youth Development Social Empowerment","142309408","",""
"","Centre on Housing Rights and Eviction (COHRE)","142309408","",""
"","Centre parlementaire","142309408","",""
"","Centre r?gional AGRHYMET","142309408","",""
"","Centre Soleil d'Afrique","142309408","",""
"","CENTRE SUPPORT SANTE INT","142309408","",""
"","Centro Agron?_mico Tropical de","142309408","",""
"","CENTRO CIVITAS","142309408","",""
"","Centro Cultural Ruta Maya","142309408","",""
"","Centro de Accion Legal en Derechos Humano","142309408","",""
"","Centro de Amigos para la paz","142309408","",""
"","Centro de Derechos de la Mujer","142309408","",""
"","Centro de Desarrollo e Investigacion de la Selva Alta","142309408","",""
"","Centro de Especialidades para Adicciones","142309408","",""
"","CENTRO DE ESTUDIOS DE POBLACIO","142309408","",""
"","Centro de Estudios en Derechos ??? CEDE","142309408","",""
"","Centro de Estudios Internacionales (CEI)","142309408","",""
"","Centro de Estudios Juridicos e Investigacion Social","142309408","",""
"","Centro de Estudios para el Desarrollo","142309408","",""
"","Centro de Estudios Rurales y de Agricultura Internacional","142309408","",""
"","CENTRO DE ESTUDIOS Y PROMO NIC","142309408","",""
"","Centro de Estudios y Promoci?_n del Desarrollo","142309408","",""
"","Centro de Informacion y Desarrollo de la Mujer","142309408","",""
"","Centro de Intercambio y Referencia - Iniciativa Comunitaria	","142309408","",""
"","Centro de Investigacion Social Tecnologia Apropiada y Capaci","142309408","",""
"","Centro de Investigacion y Promocion en DDHH","142309408","",""
"","Centro de Investigaciones y Estudios Superiores en Antropolog?a Social","142309408","",""
"","CENTRO DE INVESTIGATION CAPACI","142309408","",""
"","Centro de Promoci?_n y Defensa de los Derechos Sexuales y Rep","142309408","",""
"","Centro de Promocion y Defensa","142309408","",""
"","Centro Ecuatoriano de Desarrollo y Estudios Alternativos","142309408","",""
